"codibge","Município","2012","2013","2014","2015","2016","2017","2018"
"4322186","Tupanci do Sul (RS)","28350","38839","42681","38846","46565","45021","52331"
"4322202","Tupanciretã (RS)","575513","998375","934684","1017709","1165022","1087289","1281990"
"4322251","Tupandi (RS)","267971","314851","368013","419802","397430","448417","500718"
"4322301","Tuparendi (RS)","146375","207140","221302","238077","275416","266777","295762"
"4322327","Turuçu (RS)","53750","71944","79927","82561","88178","97356","96552"
"4322343","Ubiretama (RS)","29875","44889","48108","50040","60210","58189","63259"
"4322350","União da Serra (RS)","28666","44234","48571","50187","55342","50886","51758"
"4322376","Unistalda (RS)","28964","44845","45757","54071","62120","59700","68336"
"4322400","Uruguaiana (RS)","1803992","2094172","2295321","2626713","2609550","2801210","2771361"
"4322509","Vacaria (RS)","1387675","1661302","1746093","1925545","2068242","2192253","2256728"
"4322525","Vale Verde (RS)","59436","64158","70755","73844","79788","76569","76342"
"4322533","Vale do Sol (RS)","163133","196373","209694","217659","223347","226335","222662"
"4322541","Vale Real (RS)","73120","87123","104465","112355","136315","123043","129031"
"4322558","Vanini (RS)","36684","47376","50558","51688","56548","56958","58830"
"4322608","Venâncio Aires (RS)","2042668","2586805","2810526","2835910","2676791","2767040","3509832"
"4322707","Vera Cruz (RS)","466991","568609","613024","603937","586889","610087","651276"
"4322806","Veranópolis (RS)","840212","870189","1011306","1134792","1172393","1416064","1549594"
"4322855","Vespasiano Corrêa (RS)","41140","51801","55641","57175","64551","63367","67426"
"4322905","Viadutos (RS)","73989","119373","138828","145607","164601","127060","137276"
"4323002","Viamão (RS)","2497618","2686087","3085284","3239885","3483649","3454775","3743506"
"4323101","Vicente Dutra (RS)","60403","77851","80196","78519","98932","91130","94668"
"4323200","Victor Graeff (RS)","92269","148880","116094","145378","154739","137430","175024"
"4323309","Vila Flores (RS)","110097","139009","163851","145834","149587","155477","176435"
"4323358","Vila Lângaro (RS)","52462","87872","73792","89755","98593","95477","111366"
"4323408","Vila Maria (RS)","145675","192490","188119","183625","207996","205674","210836"
"4323457","Vila Nova do Sul (RS)","53588","77787","86347","96832","118511","119809","120672"
"4323507","Vista Alegre (RS)","36230","53171","62572","60065","72908","76833","83790"
"4323606","Vista Alegre do Prata (RS)","30263","43446","48993","50767","55090","50929","54059"
"4323705","Vista Gaúcha (RS)","44226","54189","60645","63827","64361","67382","66472"
"4323754","Vitória das Missões (RS)","30671","64489","64827","72609","87021","85543","98859"
"4323770","Westfália (RS)","85838","105690","112312","120930","137422","153357","167841"
"4323804","Xangri-lá (RS)","284393","309047","366215","426194","510803","484248","500027"
"5000203","Água Clara (MS)","428894","467016","517388","880611","1117994","1488597","1332057"
"5000252","Alcinópolis (MS)","116652","127831","142839","161964","157020","164084","167553"
"5000609","Amambai (MS)","523326","634729","707179","785668","877535","902582","1025875"
"5000708","Anastácio (MS)","252468","287909","330812","394893","412493","420613","455209"
"5000807","Anaurilândia (MS)","129132","182226","173495","179983","213355","204706","261412"
"5000856","Angélica (MS)","284930","431215","413540","535934","627620","721712","825666"
"5000906","Antônio João (MS)","182916","126254","139141","192022","200164","231105","311702"
"5001003","Aparecida do Taboado (MS)","670037","796639","757556","802675","893779","1036425","1239362"
"5001102","Aquidauana (MS)","592461","668906","764689","808242","878908","918064","926510"
"5001243","Aral Moreira (MS)","360865","466767","492122","457432","582126","477802","598004"
"5001508","Bandeirantes (MS)","199067","226345","256196","287363","323623","327142","414872"
"5001904","Bataguassu (MS)","502467","491164","628139","617796","746642","792213","784930"
"5002001","Batayporã (MS)","264208","304707","320610","297809","344715","339171","390914"
"5002100","Bela Vista (MS)","320662","349891","405190","418936","481044","515719","551791"
"5002159","Bodoquena (MS)","170622","180132","190114","197649","196512","209389","211607"
"5002209","Bonito (MS)","373807","432151","536410","562633","635170","681895","751546"
"5002308","Brasilândia (MS)","572795","442524","759115","568556","486633","519080","571964"
"5002407","Caarapó (MS)","841391","889298","933103","1067181","1249926","1183687","1394450"
"5002605","Camapuã (MS)","269476","296455","324496","355421","398006","408816","435292"
"5002704","Campo Grande (MS)","19158167","20729779","23823064","24200572","25451899","27042476","29177496"
"5002803","Caracol (MS)","80796","89274","98314","106411","117014","117228","119062"
"5002902","Cassilândia (MS)","402251","420447","473027","474457","521877","553370","568938"
"5002951","Chapadão do Sul (MS)","1116017","1123248","1392018","1510448","1499341","1486531","1777832"
"5003108","Corguinho (MS)","69880","78034","89847","99611","107725","107551","107509"
"5003157","Coronel Sapucaia (MS)","137065","155499","169173","178055","182831","192827","211353"
"5003207","Corumbá (MS)","2446510","2665319","3100949","2741872","2630591","2869983","3056327"
"5003256","Costa Rica (MS)","923157","1059655","1150491","1294608","1494111","1482228","1822926"
"5003306","Coxim (MS)","614155","671703","758510","787168","816875","840011","899025"
"5003454","Deodápolis (MS)","154991","188761","216030","226139","245742","264111","295181"
"5003488","Dois Irmãos do Buriti (MS)","125996","169057","171471","313208","193598","186813","206297"
"5003504","Douradina (MS)","80003","83618","79449","103769","114893","119982","139925"
"5003702","Dourados (MS)","5468723","5622984","6957447","7295407","7827594","8329689","8500169"
"5003751","Eldorado (MS)","209015","264238","260354","287677","324756","353752","369552"
"5003801","Fátima do Sul (MS)","260786","309421","329204","357299","403495","470705","498975"
"5003900","Figueirão (MS)","56546","61517","72680","85506","95817","96498","96208"
"5004007","Glória de Dourados (MS)","115098","127805","149176","160713","173134","190015","186293"
"5004106","Guia Lopes da Laguna (MS)","133433","149547","178964","194275","220671","233581","257726"
"5004304","Iguatemi (MS)","286219","331140","334791","365288","398980","382632","403426"
"5004403","Inocência (MS)","162237","179532","208699","229390","245273","262186","338303"
"5004502","Itaporã (MS)","460776","478296","524677","578760","651574","648882","821467"
"5004601","Itaquiraí (MS)","362817","393194","447455","455741","616741","614872","748177"
"5004700","Ivinhema (MS)","414931","578832","660934","796823","1034594","1091462","1247734"
"5004809","Japorã (MS)","56926","83031","82794","81698","103130","123782","130325"
"5004908","Jaraguari (MS)","102994","129227","131889","153132","265973","191747","475041"
"5005004","Jardim (MS)","332718","379233","440559","456622","532511","528355","605586"
"5005103","Jateí (MS)","103147","136896","165153","192937","255086","270487","304981"
"5005152","Juti (MS)","140981","144821","166015","171375","272410","250998","284277"
"5005202","Ladário (MS)","179157","217239","316456","281178","277079","294878","324226"
"5005251","Laguna Carapã (MS)","293363","301031","333517","379464","409440","427607","596880"
"5005400","Maracaju (MS)","1673506","1783231","1817349","2055476","2313444","2386846","2922424"
"5005608","Miranda (MS)","323277","361849","399319","431483","462982","500881","500865"
"5005681","Mundo Novo (MS)","278786","334444","369832","385185","430285","463454","518748"
"5005707","Naviraí (MS)","1106755","1194054","1350499","1355461","1505871","1481033","1840094"
"5005806","Nioaque (MS)","205381","185836","216909","230828","250433","253276","279916"
"5006002","Nova Alvorada do Sul (MS)","682274","833869","904588","1139115","1427692","1434427","1492791"
"5006200","Nova Andradina (MS)","1236165","1408110","1694983","1570148","1824708","2008457","2095508"
"5006259","Novo Horizonte do Sul (MS)","77521","120818","120083","138982","159909","185797","168721"
"5006275","Paraíso das Águas (MS)","266019","282660","344579","440584","484056","618054","725435"
"5006309","Paranaíba (MS)","745776","872942","1011809","1106217","1171747","1192607","1317597"
"5006358","Paranhos (MS)","101922","118904","128147","145192","164975","159638","168513"
"5006408","Pedro Gomes (MS)","157221","150138","174118","196866","204176","206438","228230"
"5006606","Ponta Porã (MS)","1529316","1785684","2091128","2257506","2583871","2642105","3062096"
"5006903","Porto Murtinho (MS)","241132","271139","286960","292009","311524","321355","344199"
"5007109","Ribas do Rio Pardo (MS)","550693","594452","667812","876783","915437","967028","868566"
"5007208","Rio Brilhante (MS)","1299428","1451388","1475578","1683094","2203357","2077345","2295585"
"5007307","Rio Negro (MS)","62733","69796","78200","91990","93810","87575","95257"
"5007406","Rio Verde de Mato Grosso (MS)","296516","348139","368742","400840","429246","446401","468101"
"5007505","Rochedo (MS)","104577","110099","140733","140159","175714","176279","175999"
"5007554","Santa Rita do Pardo (MS)","147371","155779","245813","239230","400678","441579","333862"
"5007695","São Gabriel do Oeste (MS)","963415","1041096","1204776","1376367","1546832","1412971","1695947"
"5007703","Sete Quedas (MS)","137342","159139","169551","188305","212309","206944","249484"
"5007802","Selvíria (MS)","1360297","1668012","1863504","1590244","1980488","1757882","2358954"
"5007901","Sidrolândia (MS)","1090684","1058944","1230601","1331444","1506209","1632387","2165940"
"5007935","Sonora (MS)","481033","561231","516373","589712","620291","648634","714369"
"5007950","Tacuru (MS)","130419","147974","168301","176212","191669","193502","222521"
"5007976","Taquarussu (MS)","87321","97648","92456","89827","108413","109311","113305"
"5008008","Terenos (MS)","278498","280401","366772","394642","461394","466114","515238"
"5008305","Três Lagoas (MS)","5050497","6494386","7241441","7866705","9233557","10135687","11545054"
"5008404","Vicentina (MS)","108312","136503","133938","169583","209187","214380","263891"
"5100102","Acorizal (MT)","37471","42309","48578","56856","68623","71751","77845"
"5100201","Água Boa (MT)","519542","633017","776215","798770","900270","985660","1097796"
"5100250","Alta Floresta (MT)","794392","902606","1058489","1261982","1582973","1491733","1458249"
"5100300","Alto Araguaia (MT)","601317","750764","775473","790544","894849","839473","900149"
"5100359","Alto Boa Vista (MT)","60231","60692","68585","84442","106344","108881","110114"
"5100409","Alto Garças (MT)","420172","453716","452070","455574","586305","535501","528714"
"5100508","Alto Paraguai (MT)","63132","72557","78989","89430","108678","115527","122837"
"5100607","Alto Taquari (MT)","650530","666965","893652","943581","1038526","969014","891391"
"5100805","Apiacás (MT)","106943","106960","119879","134280","132341","141799","154943"
"5101001","Araguaiana (MT)","49097","51606","56061","63034","72961","69030","68837"
"5101209","Araguainha (MT)","12975","13950","14233","16712","18427","19543","19202"
"5101258","Araputanga (MT)","263756","303229","338641","370702","414556","417617","450831"
"5101308","Arenápolis (MT)","113576","130380","137903","170542","165166","169760","167264"
"5101407","Aripuanã (MT)","516674","501608","458594","593821","688044","709642","818257"
"5101605","Barão de Melgaço (MT)","62114","64794","69568","76919","87186","84816","91427"
"5101704","Barra do Bugres (MT)","802789","996915","919526","1037398","1184546","1309168","1315942"
"5101803","Barra do Garças (MT)","1105505","1222005","1387252","1551060","1747894","1754791","1897482"
"5101852","Bom Jesus do Araguaia (MT)","163993","182055","177376","207660","259929","268564","303002"
"5101902","Brasnorte (MT)","533601","577509","617613","639517","814528","771303","965779"
"5102504","Cáceres (MT)","1116230","1196781","1420410","1554182","1714991","1816340","1895809"
"5102603","Campinápolis (MT)","131285","163224","173965","198852","257972","254736","288267"
"5102637","Campo Novo do Parecis (MT)","1746356","1952483","2021100","2110797","2842410","2934609","3623523"
"5102678","Campo Verde (MT)","1474008","1628896","1820645","1919639","2352312","2427577","2438785"
"5102686","Campos de Júlio (MT)","829428","880790","942326","973369","1281902","1239254","1386733"
"5102694","Canabrava do Norte (MT)","58688","82748","87876","91185","145777","111307","134866"
"5102702","Canarana (MT)","614692","724484","908595","967866","1034517","1162158","1272296"
"5102793","Carlinda (MT)","88388","105927","121842","137590","158960","162902","166418"
"5102850","Castanheira (MT)","94165","100764","110672","121861","136695","135723","135766"
"5103007","Chapada dos Guimarães (MT)","207841","239693","356018","472027","619691","693668","742826"
"5103056","Cláudia (MT)","227710","246661","274168","306659","375183","409208","426892"
"5103106","Cocalinho (MT)","87474","97993","112847","125255","142639","137949","151447"
"5103205","Colíder (MT)","464880","607386","685776","775577","871390","850349","880678"
"5103254","Colniza (MT)","268827","297411","360480","400759","462162","528780","545245"
"5103304","Comodoro (MT)","341610","391576","394398","453524","553731","561040","696467"
"5103353","Confresa (MT)","262640","331519","449083","518075","700921","724955","844124"
"5103361","Conquista D'Oeste (MT)","50472","52686","59931","71161","83952","88292","94864"
"5103379","Cotriguaçu (MT)","135238","144311","158792","172147","191020","201119","215317"
"5103403","Cuiabá (MT)","15956715","17459008","20512665","21226684","22215196","23307786","23705266"
"5103437","Curvelândia (MT)","56122","67076","77030","111488","110800","104924","105005"
"5103452","Denise (MT)","294641","393485","319304","386380","421584","474873","542021"
"5103502","Diamantino (MT)","1285520","1409851","1727319","1588858","2204767","1957561","2292986"
"5103601","Dom Aquino (MT)","236894","299426","265292","283956","339232","336308","368559"
"5103700","Feliz Natal (MT)","265420","257697","293414","355579","371407","393885","435460"
"5103809","Figueirópolis D'Oeste (MT)","44819","49168","49772","54370","60030","58207","61759"
"5103858","Gaúcha do Norte (MT)","246604","256207","337420","311741","357145","407268","334079"
"5103908","General Carneiro (MT)","160412","168655","185937","184734","244257","197328","220047"
"5103957","Glória D'Oeste (MT)","40284","54497","51016","68793","70824","68123","69634"
"5104104","Guarantã do Norte (MT)","410287","481138","543448","607059","675697","740740","887531"
"5104203","Guiratinga (MT)","264067","257644","314454","278845","374959","326071","378237"
"5104500","Indiavaí (MT)","46267","36515","37075","47320","60483","57092","57352"
"5104526","Ipiranga do Norte (MT)","442402","426976","500953","493767","620569","691925","846860"
"5104542","Itanhangá (MT)","154282","166656","177427","193177","211751","241219","286875"
"5104559","Itaúba (MT)","124775","104300","113978","156443","170261","177019","185844"
"5104609","Itiquira (MT)","1058793","990947","935751","917427","1150244","1093849","1173156"
"5104807","Jaciara (MT)","616848","718045","808820","814401","892676","937450","923609"
"5104906","Jangada (MT)","163380","216052","255926","228149","223642","264704","178961"
"5105002","Jauru (MT)","223825","188414","199523","239767","262590","273732","271386"
"5105101","Juara (MT)","487307","548857","625346","698917","780532","787301","743238"
"5105150","Juína (MT)","591325","665644","777168","853014","955478","1020955","1030631"
"5105176","Juruena (MT)","134140","136167","150274","156872","170067","188748","186629"
"5105200","Juscimeira (MT)","226104","243262","236639","241505","304467","292113","335030"
"5105234","Lambari D'Oeste (MT)","152318","168494","181929","196830","175697","219432","189090"
"5105259","Lucas do Rio Verde (MT)","2141387","2435209","2744250","2978993","3697418","3721722","4569317"
"5105309","Luciara (MT)","18419","19951","21640","24633","28183","29646","31042"
"5105507","Vila Bela da Santíssima Trindade (MT)","270484","316595","365851","385178","423949","321398","317207"
"5105580","Marcelândia (MT)","168380","188252","211970","229334","267693","288470","317725"
"5105606","Matupá (MT)","260262","359622","417754","564413","610779","609651","754126"
"5105622","Mirassol d'Oeste (MT)","453611","502771","564612","588846","613672","667642","769779"
"5105903","Nobres (MT)","473325","443259","571088","462459","532683","526852","669961"
"5106000","Nortelândia (MT)","82128","85399","103935","94702","115788","118630","122364"
"5106109","Nossa Senhora do Livramento (MT)","102080","117940","141361","158092","214300","256235","292519"
"5106158","Nova Bandeirantes (MT)","146770","156052","169465","189469","190473","201794","220928"
"5106174","Nova Nazaré (MT)","33232","36823","45888","55335","60898","68837","73119"
"5106182","Nova Lacerda (MT)","130789","121834","119109","115830","166963","178510","181055"
"5106190","Nova Santa Helena (MT)","53652","58363","66031","91534","132238","146299","174711"
"5106208","Nova Brasilândia (MT)","42852","48032","53125","59941","74801","73313","67871"
"5106216","Nova Canaã do Norte (MT)","325162","311585","294700","335345","365154","355232","383866"
"5106224","Nova Mutum (MT)","1819113","2172228","2501527","2565532","2928447","2785199","3301611"
"5106232","Nova Olímpia (MT)","454214","430018","409036","463486","618947","682535","719178"
"5106240","Nova Ubiratã (MT)","635472","646982","684292","700562","1278646","1026965","1082729"
"5106257","Nova Xavantina (MT)","291986","352676","448895","480845","529101","582344","648326"
"5106265","Novo Mundo (MT)","93485","99261","115547","138600","171384","186199","200605"
"5106273","Novo Horizonte do Norte (MT)","36244","38560","44656","52478","60072","64383","59398"
"5106281","Novo São Joaquim (MT)","267867","296748","276913","281695","360218","289227","302269"
"5106299","Paranaíta (MT)","494107","845839","881036","709921","405489","597149","635378"
"5106307","Paranatinga (MT)","461853","644692","703596","647342","754234","770017","666153"
"5106315","Novo Santo Antônio (MT)","20324","22991","25270","30422","35147","34560","37895"
"5106372","Pedra Preta (MT)","458894","494281","572321","667421","734541","716620","750517"
"5106422","Peixoto de Azevedo (MT)","274975","320140","345117","390659","467818","499935","542656"
"5106455","Planalto da Serra (MT)","43030","50566","61657","53456","70903","69898","67994"
"5106505","Poconé (MT)","294914","356889","395699","436510","508951","502975","539827"
"5106653","Pontal do Araguaia (MT)","50246","54836","64327","71351","91851","85707","86464"
"5106703","Ponte Branca (MT)","17644","21813","23415","28584","25252","22756","25020"
"5106752","Pontes e Lacerda (MT)","713146","854044","895912","1153713","1193119","1189255","1334532"
"5106778","Porto Alegre do Norte (MT)","133161","130687","165311","173983","211683","195993","231656"
"5106802","Porto dos Gaúchos (MT)","198871","207939","231036","271597","352975","404714","388169"
"5106828","Porto Esperidião (MT)","137257","144578","157389","174940","198088","190909","223030"
"5106851","Porto Estrela (MT)","37150","39128","42996","49319","55604","53825","53396"
"5107008","Poxoréu (MT)","367554","402816","415818","483287","532215","500488","518932"
"5107040","Primavera do Leste (MT)","2350169","2610483","2944475","3146999","3578118","3491841","3956359"
"5107065","Querência (MT)","760776","867731","1009928","1173552","1207354","1612129","1651884"
"5107107","São José dos Quatro Marcos (MT)","257170","301412","343086","333888","351266","365858","379785"
"5107156","Reserva do Cabaçal (MT)","165420","170478","219781","199720","38160","38634","38331"
"5107180","Ribeirão Cascalheira (MT)","142261","205612","228659","243453","252810","290093","353521"
"5107198","Ribeirãozinho (MT)","49214","62017","82725","82742","72595","73595","79022"
"5107206","Rio Branco (MT)","49784","54645","62552","70934","79476","82333","89967"
"5107248","Santa Carmem (MT)","180393","192371","202323","219033","339020","310661","392701"
"5107263","Santo Afonso (MT)","29559","47872","50348","58456","71288","67846","75967"
"5107297","São José do Povo (MT)","29505","31401","33597","37633","43540","42887","44550"
"5107305","São José do Rio Claro (MT)","433174","458117","553768","530874","656677","683673","846425"
"5107354","São José do Xingu (MT)","144589","142235","182225","193217","299158","238638","293933"
"5107404","São Pedro da Cipa (MT)","36106","51630","51616","43247","49567","51622","54467"
"5107578","Rondolândia (MT)","53333","53339","58501","65054","69346","64110","66707"
"5107602","Rondonópolis (MT)","5526301","6737444","7643026","8327436","9488929","9603781","11223536"
"5107701","Rosário Oeste (MT)","167209","172273","226716","264068","305970","282569","315493"
"5107743","Santa Cruz do Xingu (MT)","34953","43487","82101","72358","95122","83504","109299"
"5107750","Salto do Céu (MT)","39680","43738","51089","55069","61560","56863","58097"
"5107768","Santa Rita do Trivelato (MT)","360073","370870","389030","379498","526537","572772","591189"
"5107776","Santa Terezinha (MT)","68600","74961","85447","98161","134291","111814","159326"
"5107792","Santo Antônio do Leste (MT)","308669","335866","324203","300432","371383","371172","397091"
"5107800","Santo Antônio do Leverger (MT)","279561","339227","480875","454226","513592","482726","495174"
"5107859","São Félix do Araguaia (MT)","229652","270017","352265","470082","611678","559905","669628"
"5107875","Sapezal (MT)","1689727","1636951","1771550","1911734","2673060","2517356","2925398"
"5107883","Serra Nova Dourada (MT)","15819","18165","19619","23955","36431","36068","39372"
"5107909","Sinop (MT)","3003368","3597150","4284919","4428309","5108280","5628209","6304176"
"5107925","Sorriso (MT)","3330662","3681325","4436209","4657120","5640162","5733764","6050021"
"5107941","Tabaporã (MT)","342831","349415","355083","336958","369969","386267","417681"
"5107958","Tangará da Serra (MT)","1789297","2076941","2285691","2483259","2968739","3015954","3238473"
"5108006","Tapurah (MT)","512001","571406","642699","664534","784822","777242","895199"
"5108055","Terra Nova do Norte (MT)","151910","177120","188684","210189","238680","225796","260912"
"5108105","Tesouro (MT)","94664","94677","100302","99832","137976","112169","120204"
"5108204","Torixoréu (MT)","54521","63464","78646","83737","99695","87277","93998"
"5108303","União do Sul (MT)","81837","87572","86616","107855","123123","140899","155583"
"5108352","Vale de São Domingos (MT)","36356","38634","44884","50534","60348","48836","60033"
"5108402","Várzea Grande (MT)","4903061","5285654","5904942","6268147","7311889","7895656","7984210"
"5108501","Vera (MT)","364022","370829","360360","390018","526476","515430","523977"
"5108600","Vila Rica (MT)","291689","349788","390279","385506","451564","420614","508774"
"5108808","Nova Guarita (MT)","58272","62691","64609","71476","87351","89165","83200"
"5108857","Nova Marilândia (MT)","97459","115397","153769","171530","164951","161511","184068"
"5108907","Nova Maringá (MT)","274741","310853","340332","333214","406279","431411","498218"
"5108956","Nova Monte Verde (MT)","111964","115107","128947","151055","170663","175209","205954"
"5200050","Abadia de Goiás (GO)","146855","159333","185289","171702","165067","234042","227500"
"5200100","Abadiânia (GO)","190662","219355","281463","289003","288088","303443","316432"
"5200134","Acreúna (GO)","449013","484361","520633","519570","617897","672439","671478"
"5200159","Adelândia (GO)","26908","27882","30409","30170","31983","36218","36544"
"5200175","Água Fria de Goiás (GO)","162058","165909","163351","201250","277266","218891","255566"
"5200209","Água Limpa (GO)","35913","41046","46816","45425","43637","44389","45369"
"5200258","Águas Lindas de Goiás (GO)","1068450","1235512","1430318","1543370","1627628","1783936","1884408"
"5200308","Alexânia (GO)","474728","631152","669606","730593","1401734","781636","811323"
"5200506","Aloândia (GO)","28317","31688","34091","35589","38754","39116","41841"
"5200555","Alto Horizonte (GO)","819474","568339","471755","509306","451967","692576","913010"
"5200605","Alto Paraíso de Goiás (GO)","94099","104915","119122","138595","160077","165536","167586"
"5200803","Alvorada do Norte (GO)","91361","95557","104709","108787","112610","119073","128606"
"5200829","Amaralina (GO)","42720","48295","45020","47888","51038","58968","60093"
"5200852","Americano do Brasil (GO)","95135","70177","58641","73450","86866","63920","67555"
"5200902","Amorinópolis (GO)","49002","57897","53576","51716","54669","58611","60751"
"5201108","Anápolis (GO)","11547000","11881962","12724772","13301356","12853492","14211153","14238732"
"5201207","Anhanguera (GO)","13492","14085","15162","15907","15932","17204","17880"
"5201306","Anicuns (GO)","317352","357509","366333","363786","413691","385551","387017"
"5201405","Aparecida de Goiânia (GO)","8377964","9709228","11677247","11524355","11762376","12888083","13265875"
"5201454","Aparecida do Rio Doce (GO)","56787","55894","66950","69505","73854","88026","74500"
"5201504","Aporé (GO)","109621","157277","181956","234187","307252","310860","320053"
"5201603","Araçu (GO)","40309","42779","46714","47324","51873","49552","53429"
"5201702","Aragarças (GO)","145589","171747","197686","213081","214937","236972","244836"
"5201801","Aragoiânia (GO)","68940","79488","92852","98737","98886","105481","108335"
"5202155","Araguapaz (GO)","86067","91124","102340","115907","114594","119274","120574"
"5202353","Arenópolis (GO)","96539","108307","110726","94533","92613","125319","142409"
"5202502","Aruanã (GO)","111121","121250","143373","160142","162681","209023","221515"
"5202601","Aurilândia (GO)","41800","49175","53991","54772","56259","57514","56895"
"5202809","Avelinópolis (GO)","43527","47333","47852","47837","45911","47151","44438"
"5203104","Baliza (GO)","41737","57703","60068","65210","72205","70063","77704"
"5203203","Barro Alto (GO)","474081","463005","556095","605071","725497","806369","919265"
"5203302","Bela Vista de Goiás (GO)","547371","760681","786263","835345","859258","955000","971073"
"5203401","Bom Jardim de Goiás (GO)","101400","117173","134685","136959","143782","154131","168112"
"5203500","Bom Jesus de Goiás (GO)","487339","607007","575499","616804","764865","800885","747001"
"5203559","Bonfinópolis (GO)","62993","66712","71694","70240","71905","88149","87077"
"5203575","Bonópolis (GO)","55541","63480","72912","87304","91342","96135","95593"
"5203609","Brazabrantes (GO)","39169","62010","76579","90568","109820","104489","108910"
"5203807","Britânia (GO)","77126","84623","93340","99860","103968","110415","113053"
"5203906","Buriti Alegre (GO)","224901","232429","205740","293934","311388","310636","311201"
"5203939","Buriti de Goiás (GO)","29610","33257","35139","34381","36822","38364","38073"
"5203962","Buritinópolis (GO)","21047","23007","26101","54808","83998","79753","75452"
"5204003","Cabeceiras (GO)","203540","204185","205966","222375","269221","210072","219066"
"5204102","Cachoeira Alta (GO)","145222","237623","241872","259059","266562","241325","236331"
"5204201","Cachoeira de Goiás (GO)","20129","19676","24117","25872","24962","25377","27359"
"5204250","Cachoeira Dourada (GO)","686536","593475","541805","751868","971839","901457","893423"
"5204300","Caçu (GO)","410449","475987","488617","567825","831449","844418","908793"
"5204409","Caiapônia (GO)","373453","545677","512280","487832","634874","622887","672374"
"5204508","Caldas Novas (GO)","1616442","1747255","1970089","2217461","2217911","2337684","2554677"
"5204557","Caldazinha (GO)","30911","36684","42560","43741","44583","47478","50662"
"5204607","Campestre de Goiás (GO)","36572","41594","47365","50338","48626","53844","57886"
"5204656","Campinaçu (GO)","42325","47927","53117","56061","49888","51925","61700"
"5204706","Campinorte (GO)","161075","178330","200462","203751","194624","222379","226398"
"5204805","Campo Alegre de Goiás (GO)","299668","351277","344199","310664","395384","376830","412524"
"5204854","Campo Limpo de Goiás (GO)","63208","73589","85428","84055","81689","93102","101426"
"5204904","Campos Belos (GO)","198186","218565","236822","246516","245367","261632","268750"
"5204953","Campos Verdes (GO)","39803","43829","48738","40869","43486","44298","44744"
"5205000","Carmo do Rio Verde (GO)","157613","165356","187540","184063","258069","226070","249648"
"5205059","Castelândia (GO)","67779","78304","72273","67106","85140","97114","101370"
"5205109","Catalão (GO)","6564097","6140290","5720673","5677247","5647514","6234400","6108292"
"5205208","Caturaí (GO)","48394","53900","56277","62021","71679","63890","68278"
"5205307","Cavalcante (GO)","479789","365726","208866","249997","248053","243925","253198"
"5205406","Ceres (GO)","384598","399911","465191","476072","496402","531542","549501"
"5205455","Cezarina (GO)","291192","268905","273022","266372","248568","257952","287096"
"5205471","Chapadão do Céu (GO)","686389","923021","813828","796605","1096175","995607","1106080"
"5205497","Cidade Ocidental (GO)","435169","517699","587681","640631","707029","742656","795633"
"5205513","Cocalzinho de Goiás (GO)","235238","243854","272590","285874","281872","301347","326070"
"5205521","Colinas do Sul (GO)","33066","36939","41848","42757","40854","46469","45304"
"5205703","Córrego do Ouro (GO)","38810","43087","44684","45687","44931","45854","45768"
"5205802","Corumbá de Goiás (GO)","98041","116957","138041","145028","142880","157882","174496"
"5205901","Corumbaíba (GO)","380953","468732","441142","460624","481776","587907","588942"
"5206206","Cristalina (GO)","1585441","1755667","1826005","1941940","2309734","2294295","2327741"
"5206305","Cristianópolis (GO)","50425","59606","86389","64358","67895","72099","73397"
"5206404","Crixás (GO)","420315","372939","370319","401921","392586","447278","521766"
"5206503","Cromínia (GO)","49113","53756","58736","58752","64304","69460","70266"
"5206602","Cumari (GO)","54244","66670","62071","62173","59970","59916","60561"
"5206701","Damianópolis (GO)","24722","25556","28124","27936","30580","31906","33751"
"5206800","Damolândia (GO)","28014","33901","35863","36146","36618","39117","39743"
"5206909","Davinópolis (GO)","243848","213610","157284","218959","315941","383336","388544"
"5207105","Diorama (GO)","32437","37768","43189","43224","50090","50016","55101"
"5207253","Doverlândia (GO)","139982","160039","182040","190873","210080","206943","237059"
"5207352","Edealina (GO)","88015","134381","214863","191251","232307","267719","252408"
"5207402","Edéia (GO)","401191","404897","486110","524419","740087","723386","836399"
"5207501","Estrela do Norte (GO)","36485","42953","46675","45121","44225","49312","52167"
"5207535","Faina (GO)","74464","84091","95068","106378","109398","108354","107641"
"5207600","Fazenda Nova (GO)","74628","82984","91427","92843","100554","98122","101625"
"5207808","Firminópolis (GO)","109183","120174","139019","144913","155569","166593","175546"
"5207907","Flores de Goiás (GO)","99760","112246","125346","131113","139818","137402","143539"
"5208004","Formosa (GO)","1461550","1558103","1716304","1934864","2099770","2307202","2333469"
"5208103","Formoso (GO)","43078","48767","56271","58100","60597","65112","65677"
"5208152","Gameleira de Goiás (GO)","109246","104830","96604","101057","129360","137564","153333"
"5208301","Divinópolis de Goiás (GO)","48513","50473","54712","57854","58318","60506","63467"
"5208400","Goianápolis (GO)","111919","144731","153336","152360","165457","181295","209906"
"5208509","Goiandira (GO)","71227","81768","85919","98371","112563","116982","130025"
"5208608","Goianésia (GO)","835006","965395","1046930","1098506","1263008","1327457","1388942"
"5208707","Goiânia (GO)","37465633","40182654","46209730","46631191","46612711","49049178","49364258"
"5208806","Goianira (GO)","441691","506388","646378","681418","809587","894441","938970"
"5208905","Goiás (GO)","366419","406936","424421","391071","410698","454181","461454"
