codibge,UF,iptu_2011,iptu_2012,iptu_2013,iptu_2014,iptu_2015,iptu_2016,iptu_2017,iptu_2018,iptu_2019
150730,PA,295480.79,339808.82,307461.30,370764.28,339937.12,418451.35,530650.32,657741.91,586929.91
150740,PA,31416.99,29944.97,14454.23,1351.21,7359.11,4845.31,0.01,4734.49,13332.61
150745,PA,148206.55,110090.31,189063.16,244857.52,192682.92,84531.23,132944.39,37062.30,4641.23
150746,PA,5049.29,4494.81,2931.92,456.13,124.08,1807.56,3549.74,2422.16,2562.60
150747,PA,74120.46,89608.39,60012.15,50286.43,64455.98,27450.59,7530.56,6541.25,13453.96
150750,PA,8270.56,7331.70,5455.15,3490.16,124.08,2085.85,1847.40,22399.32,61040.43
150760,PA,171232.02,230115.66,76984.78,454784.07,685091.67,366700.12,393488.60,608998.48,541963.89
150770,PA,7953.44,4940.77,28422.81,32588.05,4810.56,215731.14,1106.83,542.06,153.86
150775,PA,30758.23,22388.05,19317.04,12502.96,14930.67,7100.14,14379.21,15838.58,11304.82
150780,PA,113863.13,100721.44,44079.96,61454.40,62189.39,63975.43,64364.86,65853.59,57529.54
150790,PA,101458.80,114248.93,102060.75,101522.91,87780.15,89847.16,88923.56,95254.50,130152.83
150795,PA,21209.58,47850.51,27678.25,41192.86,301593.10,181020.68,82090.27,54550.75,33302.24
150796,PA,29445.12,38827.69,26087.32,75610.03,39389.06,28031.14,2964.68,58070.89,70474.91
150797,PA,85080.46,57324.12,63113.66,92841.66,92376.10,79527.50,104564.13,111936.50,114449.57
150800,PA,751397.75,727060.27,164237.83,509617.26,398592.14,306316.87,359058.47,280292.10,265303.08
150803,PA,3400.94,2383.53,3999.10,7372.43,3502.27,5394.71,2702.92,2059.35,5753.39
150805,PA,12324.61,39537.54,4454.28,9865.97,3703.05,2406.56,27012.08,47501.39,35513.73
150808,PA,1356394.38,1275351.28,2867371.01,1723913.72,3261807.22,1116160.61,1103291.77,1045102.13,1090485.54
150810,PA,427058.57,186298.29,277806.03,253386.34,292467.37,613707.61,575460.32,573674.82,576549.57
150812,PA,38055.71,58859.43,150079.34,117109.94,207580.85,136817.19,211043.51,237239.43,206097.46
150815,PA,215737.69,16169.41,174070.48,152997.94,233994.47,211805.04,252907.27,197087.80,184134.25
150820,PA,82487.00,77108.92,52778.07,54510.18,14722.66,26386.67,13569.94,3734.29,25577.91
150830,PA,2066.90,45627.67,273081.08,81015.45,72168.03,45843.24,61841.80,191841.35,83905.77
150835,PA,17896.57,23660.30,143.94,73700.96,72399.77,102203.82,129330.36,4705113.23,927522.89
150840,PA,584961.33,282951.79,1051225.06,1337686.09,812054.58,614263.80,895790.53,788061.24,1126364.50
160005,AP,5536.22,5030.80,297.27,1351.21,1046.46,29781.62,408.03,18026.28,2074.64
160010,AP,1611.22,3071.45,528.13,338.38,2699.98,1513.84,571.99,6002.13,2446.25
160015,AP,298.08,55132.29,8636.12,2702.41,1240.84,44.92,1106.83,1060.27,330.55
160020,AP,31552.33,43548.56,82128.74,43031.91,26363.80,21855.92,5556.23,33724.62,24139.83
160021,AP,1522.26,6142.90,2.16,1077.15,0.01,0.01,0.18,296.88,158.38
160023,AP,1611.22,7678.62,359.84,148.63,1.24,1.14,44.75,1060.27,577.64
160025,AP,1330.72,811.43,0.01,558.94,767.12,870.14,1328.19,839.28,388.02
160027,AP,72611.41,84357.09,521890.58,70624.45,21684.82,54943.74,43281.96,66495.74,127714.24
160030,AP,9812308.72,12541870.00,12534274.25,17489192.24,9592197.90,10371960.15,9912751.16,9890047.01,10021026.50
160040,AP,1917.98,222.68,10547.58,1351.21,1.24,1.14,166.19,22.82,176.27
160050,AP,9667.31,4868.17,0.01,2318.18,1021.26,0.01,0.01,290.72,145.91
160053,AP,422529.65,348437.19,601325.58,1077135.88,809829.67,601234.83,26170.37,40826.22,126609.77
160055,AP,1611.22,1535.72,647.71,2702.41,111.68,1.14,276.93,343.05,174.52
160060,AP,2135683.91,2480700.81,1186642.53,1268612.18,676175.98,904936.62,745943.33,804709.49,1147246.41
160070,AP,14676.08,54441.00,28082.30,17485.19,23622.07,21776.48,18262.61,4293.98,3984.83
160080,AP,27.00,15.36,25.91,59.45,240.49,516.19,929.73,1782.32,910.96
170025,TO,12817.72,12538.95,48365.94,46418.43,31650.84,31968.73,34538.86,41060.97,33564.72
170030,TO,8502.69,2719.75,13066.92,21616.26,8265.69,4631.15,12295.03,28796.44,24684.32
170035,TO,23802.52,91747.52,77847.25,42496.15,28682.01,38190.39,38515.08,73540.95,69815.82
170040,TO,7137.23,1107.10,2683.17,8773.30,5888.30,8761.71,14526.25,45093.11,19202.47
170070,TO,159062.66,95944.45,392740.00,399285.27,328623.12,231891.56,429078.66,562061.98,513450.74
170100,TO,38656.27,64994.03,57141.26,26575.79,64772.42,78076.89,136958.57,29983.64,158005.76
170105,TO,14054.67,13215.81,22252.01,15904.53,8209.38,11581.94,36344.90,14052.30,15404.84
170110,TO,1957.62,428.05,1.44,100.89,232.57,44.73,5924.83,1060.27,2166.90
170130,TO,9044.69,4768.73,104.74,16308.25,11551.00,15269.43,14318.12,27173.86,14804.94
170190,TO,42809.28,36910.74,109571.65,52283.69,92345.02,119505.90,111654.36,77369.16,58779.24
170200,TO,191983.76,110730.22,118024.50,122279.86,131398.49,116308.74,130720.60,129144.30,124594.51
170210,TO,8389771.34,8270398.69,10116313.87,12503975.95,17059481.25,18997941.81,20067840.19,23958383.28,15757135.84
170215,TO,57103.28,59028.75,165982.34,28645.14,20970.87,34976.40,20041.59,8563.21,39995.26
170220,TO,1451704.82,1222568.64,326992.69,321135.75,294709.26,349647.21,623685.61,586159.19,473688.27
170230,TO,59058.15,39227.07,80679.16,49417.45,48357.04,45043.10,64653.66,59517.77,59330.51
170240,TO,24656.11,82878.00,9811.36,51478.91,186010.45,116627.03,9658.29,74307.10,52869.83
170255,TO,99937.17,96460.77,157169.31,86824.70,103189.73,73128.72,59341.94,82794.47,151858.49
170270,TO,3222.44,8777.94,1.44,18538.79,26764.62,582.42,9919.79,26304.66,5137.35
170290,TO,1166.73,1263.79,787.33,10107.94,5175.84,1915.78,132.82,3328.81,4673.27
170300,TO,118379.01,59164.03,93740.37,94053.29,84900.09,123487.26,80570.94,68876.81,80479.65
170305,TO,217.19,3589.60,4030.19,10231.52,397.90,2986.89,423.42,9070.23,5375.15
170307,TO,0.02,0.02,0.01,0.01,1786.56,4525.94,8486.13,3074.78,102.57
170310,TO,19123.87,10640.98,117480.19,99833.01,90231.28,106920.27,116464.13,97705.78,87049.59
170320,TO,7830.29,8745.84,15446.89,21256.24,22445.93,29418.94,29237.73,40975.38,41132.02
170330,TO,5445.92,6230.21,723.38,24364.46,4916.19,4890.40,5534.13,1060.27,6352.84
170360,TO,14159.08,12728.01,11269.11,12836.75,8852.93,4761.17,10023.90,8268.17,8016.57
170370,TO,23983.42,21572.05,19871.56,42752.48,39895.58,38341.73,19621.16,29097.94,52297.66
170380,TO,3691.26,11237.19,694.49,7784.71,4371.71,5549.09,299.10,1820.80,2684.54
170382,TO,322.24,5599.30,143.94,30942.60,6204.20,9608.45,7804.50,11831.80,15157.56
170384,TO,2418.23,2872.11,2181.71,2912.20,8373.98,7005.51,211.27,5641.30,14360.72
170386,TO,17700.46,13439.49,5096.71,1497.78,4343.10,24886.07,15859.69,11131.16,7063.56
170388,TO,1894.79,2319.11,1439.35,1556.86,5177.90,3371.18,3609.24,80318.03,44593.43
170389,TO,12375.89,301.01,28.79,2113.72,143.33,111.68,2458.87,2187.94,1393.71
170390,TO,7676.99,9040.31,30973.29,10889.66,19284.64,23577.23,162389.19,133526.47,88683.26
170410,TO,33290.71,39368.80,25611.18,122505.01,42768.80,34355.24,89420.79,48877.71,54338.19
170460,TO,1726.04,3524.50,7814.97,5973.68,6645.94,811.69,215.83,5804.97,10198.75
170510,TO,5292.60,447.25,2939.73,4737.22,5004.07,7858.19,171.56,323.38,102.57
170550,TO,1086641.02,1043025.83,1364605.99,1068412.75,1455677.05,1818085.52,1921877.50,2062640.95,2369794.51
170555,TO,50752.33,54547.19,72307.59,86699.40,50907.86,93245.36,148927.54,41713.02,93835.07
170560,TO,6573.30,16385.84,50820.24,52507.07,70388.93,31763.58,89775.37,103596.93,70378.84
170600,TO,16732.66,52966.33,80330.77,84186.97,98317.85,58891.01,80848.12,90268.13,115495.31
170610,TO,5739.20,6291.84,11175.54,10407.01,9558.19,14140.42,7539.32,20987.40,66956.64
170625,TO,642.36,13155.06,608.37,401.44,1723.53,114.00,188.02,740.53,536.77
170650,TO,4046.21,4399.28,5863.13,10297.81,4978.50,3792.84,1106.83,66622.81,6359.02
170700,TO,571949.54,713708.25,512020.10,607156.54,563721.34,417422.98,587988.81,1010166.06,711316.02
170710,TO,19333.31,16842.19,223.78,26161.90,21722.81,14385.01,17854.66,22686.65,30021.13
170720,TO,81188.83,83999.73,52164.03,38145.69,137623.32,72705.73,39794.55,57793.83,56338.91
170730,TO,32483.72,45978.34,41705.25,39582.48,31128.99,25103.78,31908.21,38015.93,41305.03
170740,TO,5480.92,2752.86,1.44,1091.53,2206.89,4705.98,553.41,1067.04,6257.89
170755,TO,43210.95,52950.71,40775.08,49566.20,55196.91,42363.54,61323.68,40599.66,46213.19
170765,TO,68969.81,75099.56,72458.29,40042.38,31309.29,9867.39,120512.34,121257.60,78265.27
170770,TO,69516.48,76587.94,55255.04,72410.84,24024.14,16419.63,21171.32,16218.44,22663.57
170820,TO,280921.82,199456.37,380342.83,243702.10,232125.09,495947.79,464389.83,400450.16,447111.27
170825,TO,6184.31,2227.98,31498.06,112491.69,41348.50,59025.79,64211.42,48045.16,157923.16
170830,TO,23126.21,20800.99,12026.04,4259.00,28596.66,47295.68,79450.59,38404.06,111762.82
170900,TO,9754.16,11376.48,7060.07,7564.36,32656.29,20469.41,18287.95,13913.68,9267.73
170930,TO,1006388.67,1219980.96,1157583.07,1403984.80,2916888.24,2025503.02,2196940.56,2748469.72,3338585.51
170950,TO,3701552.81,3377562.84,4495678.40,6706393.67,6299927.80,7036022.15,7522708.49,7270351.23,7241707.73
170980,TO,1886.59,2165.37,283.39,1.35,1240.84,844.29,749.92,790.64,847.01
171050,TO,134718.52,51383.88,77004.55,54966.14,72979.33,62851.89,66207.82,29779.74,70259.94
171070,TO,1956.94,2465.40,1237.84,6080.42,1240.84,2504.71,2623.15,2120.54,2247.14
171090,TO,5584.27,16114.46,111037.04,146149.56,99435.26,61059.05,148928.25,113573.53,68821.07
171110,TO,16241.59,8326.71,2740.18,1997.42,14141.11,24259.47,12858.30,10621.43,7459.17
171150,TO,64389.93,49300.41,61995.82,57143.96,61748.53,77584.49,52217.01,58503.13,57914.69
171180,TO,22032.05,18630.14,20515.30,23288.69,17179.57,24596.04,17796.40,37102.49,17188.15
171190,TO,80181.00,90656.48,137561.78,245815.92,258874.91,290357.00,540912.01,732583.90,842583.50
171195,TO,2199.31,306.63,736.95,675.60,620.42,629.75,652.83,1113.28,1140.93
171200,TO,4550.78,5320.91,5570.38,25369.92,6382.87,2888.55,13802.08,11472.59,29910.19
171215,TO,1611.22,755.91,1.44,6821.10,1026.61,3846.99,6528.10,9794.79,5364.34
171240,TO,1828.73,1548.15,1756.01,1918.39,1222.23,9666.77,0.01,0.01,1307.02
171245,TO,1113.38,2334.25,3048.78,2512.81,5820.52,5223.47,3741.59,48336.37,4777.83
171250,TO,2761.39,4106.42,21575.29,20427.19,10156.31,5064.80,14924.56,9577.69,2702.39
171270,TO,13219.54,38413.15,9509.96,10976.94,9553.19,4392.67,4193.78,6456.16,8816.29
171280,TO,1965.98,3608.95,14.39,67.56,62.04,97.09,1989.53,154.11,673.91
171320,TO,157401.34,355781.18,102535.71,107443.91,100534.56,93414.11,205976.89,172044.15,106580.74
171330,TO,207993.65,186760.25,230800.45,213611.31,236030.66,239932.50,492330.09,265845.54,374618.92
171360,TO,15000.44,15019.39,14839.73,28728.00,24150.09,19193.66,34302.32,75699.40,45194.49
171370,TO,3288.16,6858.39,15890.40,2702.41,3046.63,7253.95,11577.93,1060.27,203.55
171380,TO,3274.77,4607.17,5037.75,4864.34,3791.52,13485.69,9187.87,13247.15,11854.09
171395,TO,19537.15,19672.55,9430.27,80143.29,11330.23,7632.26,6389.24,26106.28,8475.03
171420,TO,50726.09,61804.95,76491.78,79428.80,76517.91,40939.61,102775.94,97896.69,122662.07
171430,TO,6932.69,28897.87,33679.86,31085.93,31885.94,50977.44,4993.99,14224.37,5650.73
171488,TO,29985.88,20991.67,40679.23,163829.83,150486.53,159933.28,132506.36,110447.90,190667.30
171500,TO,18673.47,21736.57,48447.15,26308.16,10252.33,74698.73,33753.33,40233.03,47359.98
171510,TO,77190.48,79864.26,63309.80,48045.21,54890.47,32789.13,52290.88,46800.64,56087.69
171515,TO,8372.21,3104.93,7887.77,5388.43,5468.27,3248.35,4705.72,2069.49,11235.47
171525,TO,4825.25,2654.00,508.09,1330.09,928.81,43.66,60.96,7.24,87.86
171550,TO,4338.72,6253.60,7620.78,2756.34,3175.16,4595.43,1203.12,1069.31,1715.53
171570,TO,20012.90,8464.43,107.95,10911.22,15286.66,42302.65,16406.78,112641.49,11227.71
171575,TO,144280.05,92441.09,372704.39,233224.91,215421.77,185580.30,446985.54,237832.30,329488.52
171610,TO,1480875.33,2354905.56,2298191.77,2550450.43,2998061.49,2466731.83,2406830.15,3741275.61,3571818.16
171620,TO,40606.68,52342.45,77629.91,70873.15,100578.56,73284.96,27561.42,29742.67,36376.42
171630,TO,7058.46,8323.66,32303.60,13634.66,6195.50,15328.95,21941.56,19453.40,30390.90
171650,TO,153566.82,231417.62,367781.83,389723.40,348427.32,382985.78,419780.63,644337.70,495272.88
171660,TO,54002.15,169221.75,53657.75,130359.55,49263.49,82165.33,106043.07,191573.54,138050.18
171665,TO,17599.75,17163.02,13978.55,23849.15,53482.03,28167.01,28338.16,17348.07,63169.46
171670,TO,140979.74,148928.88,185662.12,195616.89,312212.97,238188.33,124469.08,189328.92,282457.93
171700,TO,13170.16,30926.50,23479.49,16872.08,18753.66,13849.72,19630.59,12342.67,28516.54
171720,TO,1745.36,1458.08,1705.63,10134.04,6853.70,8091.18,7882.10,119463.54,7280.54
171750,TO,33296.23,20795.04,35220.47,46346.22,45296.60,48540.27,66627.65,49738.69,78218.06
171780,TO,6480.42,6796.09,3619.97,5404.82,21691.12,11558.20,11525.56,954.78,25473.02
171790,TO,56819.88,45817.99,27885.46,77622.22,29474.11,15452.68,18251.74,115851.04,70679.65
171800,TO,3902.37,5579.30,5851.13,33226.19,4180.26,1594.89,3010.84,2631.29,2211.97
171820,TO,4496364.23,4309502.59,3511614.11,6097435.95,9409573.61,7664654.18,9851282.90,15094197.45,12326506.21
171830,TO,7250.48,8538.42,143.94,1959.25,124.08,57.00,334.32,46634.70,117529.36
171840,TO,17699.02,2753.91,11734.60,16451.01,24000.44,20479.76,29286.30,21777.65,13570.43
171845,TO,30706.46,66203.74,151491.54,46358.96,47178.32,75524.97,107612.75,61929.13,39028.68
171850,TO,1125.73,3898.51,1298.79,1120.99,1240.84,842.96,280.39,1071.56,1321.09
171855,TO,9366.74,61708.69,49044.69,45544.20,46397.58,17833.75,8891.13,12360.71,21125.42
171865,TO,10373.29,1378.03,1836.15,6555.44,10583.57,15383.68,8564.28,14230.64,11491.18
171870,TO,2900.19,3071.45,2063.76,4163.81,8624.53,2130.23,4123.36,106.03,10.26
171875,TO,2937.36,8418.87,10119.38,6720.34,6539.25,6326.87,4122.29,3129.86,9327.82
171880,TO,13906.14,3243.62,1638.26,6391.70,6083.25,3524.01,37.40,2099.33,1425.97
171884,TO,90575.54,32631.03,37895.42,32478.65,36145.66,34302.95,28810.66,37631.79,35962.39
171886,TO,67375.24,79884.28,22737.69,31604.19,33808.35,22227.65,40888.28,14113.07,3405.30
171888,TO,1638.55,279.10,2619.62,234.19,289.92,1000.75,415.76,17037.90,5302.14
171889,TO,8435.88,5959.79,5641.88,5299.15,6725.57,2325.74,2438.89,16508.92,41517.61
171890,TO,5962.79,13571.71,13396.88,16612.66,16549.50,6526.03,13849.31,14178.16,12110.89
171900,TO,16.11,783.12,356.96,175.66,272.98,159.60,376.32,53.01,102.57
172000,TO,3277.91,4455.80,3010.97,5576.40,352.34,27624.92,33639.60,24396.91,13176.61
172010,TO,8966.53,11340.78,12952.88,18069.39,6154.56,10942.37,13172.28,11090.29,7889.64
172015,TO,6150.32,24573.41,12350.19,15637.14,5934.14,2688.18,8701.28,11179.42,10433.31
172020,TO,2661.17,4025.08,1546.93,67.56,62.04,57.00,110.68,4930.62,5264.85
172025,TO,23253.83,20458.83,8026.95,9674.98,27898.18,17172.02,38854.31,27668.87,19265.71
172030,TO,582.82,1819.65,10.00,2.70,2385.30,1140.01,1245.11,10.60,992.91
172049,TO,47640.33,52730.36,19126.45,58702.23,51031.96,62073.12,63844.71,78243.72,46105.91
172065,TO,81978.86,79456.32,34571.02,34346.61,36351.21,29378.17,69726.49,62365.57,70737.00
172080,TO,5120.66,4263.55,2256.00,875.58,6244.59,1140.01,1111.57,676.45,14673.21
172085,TO,1079.88,2115.06,2116.01,2178.93,2329.18,7574.69,2030.68,9011.41,32340.63
172090,TO,52994.62,52553.15,34795.29,95254.43,122615.58,153586.51,50970.86,163334.54,101673.91
172093,TO,2900.17,1538.51,3182.12,3751.82,18368.07,17382.34,12039.02,14727.94,9582.98
172097,TO,19499.30,18637.67,19934.40,25884.51,25417.73,19378.83,23319.25,56053.24,23172.59
172100,TO,31584238.21,56880566.42,45972967.40,90919475.55,79760002.74,63962327.33,75139904.88,96208037.60,97438711.79
172110,TO,6399.76,10592.10,11505.51,13871.15,14321.39,8772.24,6157.50,3839.69,5213.00
172120,TO,89278.08,125880.51,151343.17,125160.98,376652.35,16772.15,224251.13,292931.02,344831.88
172125,TO,20974.48,1300.60,10522.58,13413.55,1275.00,15389.37,9164.20,12999.03,9636.12
172130,TO,64899.97,8702.67,8792.52,14387.30,14495.45,12494.79,20215.76,11864.87,12156.51
172208,TO,45662.32,23123.30,1182.92,29334.47,12330.06,12673.56,1161.94,13543.58,8171.85
172210,TO,88431.77,80557.88,85907.96,76474.37,83993.69,64884.61,6817.57,119665.80,104192.01
210005,MA,1360705.22,2745354.25,1121455.23,884971.06,1035251.48,842911.32,1335647.66,886397.67,1000460.42
210010,MA,6008.75,11762.36,2331.72,4299.90,6971.55,5959.85,5545.39,5763.03,5867.54
210015,MA,38206.69,21049.51,17651.99,4486.93,3526.52,2461.94,682.90,5886.49,678.52
210020,MA,28134.89,24084.37,8293.32,137.82,14506.18,9130.15,20273.58,12131.51,14750.21
210030,MA,4730.75,10395.22,23477.41,12885.22,2919.09,3264.57,2351.06,3689.27,3094.64
210040,MA,12221.03,8881.78,6827.07,4764.08,3434.59,751.80,1275.06,1166.57,3733.70
210043,MA,5955.69,9117.68,11252.43,16002.43,7574.69,11170.37,2164.58,181.08,1708.78
210047,MA,13265.19,5054.37,11497.41,5077.15,5468.04,14742.49,30871.88,69085.33,62099.96
210050,MA,28833.81,32819.86,34588.73,51568.77,34476.45,22157.38,29691.41,33960.42,39309.03
210055,MA,6866.58,6328.72,3047.10,1042.59,62.41,456.19,3972.04,5268.64,1527.32
210060,MA,370.58,2334.63,21927.13,27878.43,5281.01,16036.00,13289.33,8124.05,5032.53
210070,MA,10183.14,7664.49,26356.71,59211.82,33754.39,17765.85,26055.04,10602.69,5.13
210080,MA,902.28,18434.44,7767.44,1857.91,6466.08,7947.90,6824.22,1100.49,61904.00
210083,MA,12664.17,6.65,2522.51,4758.37,8428.13,3526.79,4603.10,4190.14,3766.18
210087,MA,1681.84,1646.13,1926.09,2351.68,304.14,171.00,151.19,101.21,572.67
210090,MA,34038.78,37159.91,15714.95,3112.57,3421.00,63840.65,20399.89,37343.35,39936.30
210095,MA,20964.94,9294.08,71967.64,8630.24,20826.91,5279.10,11415.03,19265.82,17757.55
210100,MA,16334.51,6843.54,53392.66,283601.92,328242.42,347192.67,283000.11,237897.27,142641.34
210110,MA,10070.41,1426.35,7703.89,7857.14,5074.29,5082.41,3508.64,42.41,153860.78
210120,MA,490942.90,498516.30,535968.93,658005.32,821840.15,371504.87,171909.68,490761.51,617017.45
210125,MA,228689.32,546.79,63632.85,70892.84,780684.73,1061618.69,331022.67,602724.19,473900.70
210130,MA,5619.12,6046.09,40940.16,3857.64,19681.34,11377.96,110.68,1060.27,3424.14
210135,MA,2960.94,3744.03,4202.91,5269.70,4777.23,5130.05,5179.94,5855.50,5141.99
210140,MA,2284746.34,2536267.69,4927395.63,1593969.41,4634733.37,2462034.20,5817252.94,5480102.94,5211584.49
210150,MA,15577.48,7340.43,29457.94,43989.07,71570.33,8517.77,65343.55,9244.00,50070.66
210160,MA,95625.56,139608.33,298161.20,258917.91,222652.66,218695.53,258367.80,292164.91,303518.37
210170,MA,689201.71,422727.87,341764.42,455398.38,425211.80,648417.52,299904.87,702271.40,861389.23
210173,MA,161.12,70.13,1843.18,243.22,1240.84,771.61,386.36,270.69,433.00
210177,MA,8131.43,1574.67,2857.83,1523.77,15290.08,6212.27,5825.44,4118.06,5433.73
210180,MA,1390.48,3357.58,5508.45,6756.03,777.32,1945.66,2513.00,1552.82,2554.09
210190,MA,10489.27,5995.37,2516.43,5629.51,7751.60,4703.88,2763.52,4757.71,3827.99
210193,MA,194.96,3619.57,5736.25,4008.58,2631.37,4019.17,896.01,1288.56,441.07
210197,MA,6833.17,6743.37,1439.35,269.51,2357.60,243.85,890.64,1600.86,3390.36
210200,MA,8056.09,6270.61,4179.77,7026.27,15840.19,9346.30,5304.07,4226.85,18572.69
210203,MA,957696.83,65366.71,117.31,1695.51,42186.46,946.55,7249.65,6171.13,4653.46
210207,MA,654.21,4363.03,5629.42,5288.35,5352.56,4942.81,331773.03,106.03,1581.77
210210,MA,20670.33,18650.16,2158.06,1622.73,1352.60,322.45,11538.95,8042.45,39672.27
210215,MA,1013.58,22097.69,2858.31,8510.42,1464.19,505.37,1872.53,1512.07,252.13
210220,MA,2898.09,3431.19,3677.39,594.10,62.04,847.96,730.54,724.58,3282.36
210230,MA,1272.86,6085.60,40125.41,15450.22,10967.98,7825.38,11937.23,10344.89,19090.77
210232,MA,73920.71,104418.16,96542.43,95328.76,48218.75,38582.80,47696.18,52105.46,22146.75
210235,MA,3649.10,6116.80,5469.54,3216.19,5500.59,1465.07,2046.13,2303.37,437.63
210237,MA,1323.34,1228.58,143.94,945.84,992.67,834.34,743.59,4777.45,4241.71
210240,MA,2070.65,2037.96,1187.67,1430.39,1570.22,835.10,516.87,3710.94,113.85
210250,MA,377.14,1238.90,7274.56,32526.07,23282.31,4332.04,347.96,6830.04,6385.92
